Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Blake Snell","SDP",14,9,0,32,32,180,11.7,4.95,0.75,0.2557544757033248,0.86734694,0.44444444,0.10869565,95.6859080953926,2.25,3.77,3.4383736928304036,3.622610037525495,4.099480628967285,"Blake Snell",13543,605483
"Aaron Nola","PHI",12,9,0,32,32,193.2,9.387263832145537,2.091222140824501,1.4870913001418673,0.28460038986354774,0.6640625,0.42619926,0.15609756,92.87470083424508,4.461273900425602,3.77,4.02956707832096,3.631651960482608,3.88015079498291,"Aaron Nola",16149,605400
"Kyle Bradish","BAL",12,7,0,30,30,168.2,8.964427418127697,2.3478262285572535,0.747035618177308,0.2700228832951945,0.79075426,0.4922049,0.10218978,,2.8280634116712373,3.82,3.2668980677221073,3.5307865636247486,3.7822823524475098,"Kyle Bradish",24586,680694
"Jesús Luzardo","MIA",10,10,0,32,32,178.2,10.47761253684955,2.770522545801564,1.1082090183206255,0.3111111111111111,0.74921956,0.4017094,0.11518325,96.79169394641418,3.576492740943837,3.96,3.5516821674313794,3.7184182870242912,3.708146095275879,"Jesus Luzardo",19959,666200
"Dylan Cease","CHW",7,9,0,33,33,177,10.88135593220339,4.016949152542373,0.9661016949152542,0.3304535637149028,0.6940874,0.35983264,0.10160428,95.77544611150569,4.576271186440678,4.07,3.723966913169386,4.075248144743806,3.690195083618164,"Dylan Cease",18525,656302
"Corbin Burnes","MIL",10,8,0,32,32,193.2,9.294320625886671,3.0671258065426015,1.0223752688475338,0.24385245901639344,0.74918567,0.44094488,0.12790698,95.49458821614583,3.392427028448635,3.4,3.812699597050271,3.8043166448685737,3.4344305992126465,"Corbin Burnes",19361,669203
"Luis Castillo","SEA",14,9,0,33,33,197,10.00507614213198,2.5583756345177666,1.2791878172588833,0.26720647773279355,0.77007701,0.38921002,0.12727273,96.40330313159747,3.33502538071066,3.79,3.8083398518828577,3.807006785228168,3.4306716918945312,"Luis Castillo",15689,622491
"Kodai Senga","NYM",12,7,0,29,29,166.1,10.929860053660178,4.1663327927318505,0.9198397074862527,0.27735368956743,0.80347448,0.44691358,0.11564626,95.87375968054211,2.9759519948084643,3.87,3.6337978861090567,3.7663191797245217,3.3843724727630615,"Kodai Senga",31838,673540
"Justin Verlander","- - -",13,8,0,27,27,162.1,7.983572770205695,2.49486649068928,0.9979465962757119,0.2647702407002188,0.76923077,0.3551797,0.08490566,94.4487057171659,3.215605699110627,3.69,3.846416120253048,4.56414037084129,3.3034825325012207,"Justin Verlander",8700,434378
"Tarik Skubal","DET",7,3,0,15,15,80.1,11.427386615635195,1.5684648295969874,0.4481328084562821,0.2887700534759358,0.67723343,0.51595745,0.06779661,95.80672089041096,2.8008300528517633,2.28,1.9977788691058345,2.564763388195744,3.2826149463653564,"Tarik Skubal",22267,669373
"Mitch Keller","PIT",13,9,0,32,32,194.1,9.725557715952373,2.5471698779875265,1.1578044899943303,0.30975143403441685,0.71689498,0.43669725,0.13513514,95.25898389095416,4.214408343579362,4.16,3.8004949192277326,3.702056191852536,3.254537582397461,"Mitch Keller",17594,656605
"Merrill Kelly","ARI",12,8,0,30,30,177.2,9.472796039562464,3.4953097686086094,1.0131332662633652,0.27828054298642535,0.7712766,0.45196507,0.12820513,92.30935244422572,3.2926831153559366,4.13,3.8460347648173663,3.8343436212749094,3.1732075214385986,"Merrill Kelly",11156,518876
"Logan Gilbert","SEA",13,7,0,32,32,190.2,8.921329147303076,1.6993007899624906,1.3688811919142285,0.2723735408560311,0.75120192,0.41449814,0.13302752,95.76697066326531,3.729021177973243,3.69,3.847697733774112,3.7607957135491796,3.171081781387329,"Logan Gilbert",22250,669302
"Tyler Glasnow","TBR",10,7,0,21,21,120,12.15,2.775,0.975,0.29411764705882354,0.70035461,0.5122807,0.14444444,96.49115234375,3.525,3.63,2.9133736928304037,2.7450541749596598,3.1504557132720947,"Tyler Glasnow",14374,607192
"Miles Mikolas","STL",9,13,0,35,35,201.1,6.124172340144791,1.7433775274864733,1.1622516849909823,0.3076923076923077,0.68892646,0.38839286,0.09848485,93.52963878896882,4.783112703616735,5.41,4.273252305749854,4.762415545141465,3.0654993057250977,"Miles Mikolas",9803,571945
"Freddy Peralta","MIL",12,10,0,30,30,165.2,11.408451404745085,2.9336017897915934,1.412474935825582,0.2734375,0.7373868,0.41728395,0.16049383,94.44566810344827,3.857143093985243,3.35,3.8465896915949642,3.4231066724723918,3.034121513366699,"Freddy Peralta",18679,642547
"Tanner Bibee","CLE",10,4,0,25,25,142,8.93661971830986,2.852112676056338,0.823943661971831,0.28608923884514437,0.79973992,0.36828645,0.0797546,94.99791476234003,2.9788732394366195,3.66,3.5156037397787605,4.2233244150877,3.017260789871216,"Tanner Bibee",30134,676440
"Eduardo Rodriguez","DET",13,9,0,26,26,152.2,8.430131566085587,2.829694511693064,0.8842795349040825,0.27427184466019416,0.75949367,0.41007194,0.09677419,92.29422743055555,3.301310263641908,4.04,3.6611539236752417,4.062482696239407,3.0005555152893066,"Eduardo Rodriguez",13164,593958
"Braxton Garrett","MIA",9,7,0,30,30,156.2,8.90425589731133,1.6659575549808294,1.0914894325736468,0.3,0.755886,0.49553571,0.1484375,90.80339261049724,3.61914917116525,,3.6188701703549526,3.393097971688623,2.996208429336548,"Braxton Garrett",21844,666129
"José Berríos","TOR",11,12,0,32,32,189.2,8.731107673905555,2.467486951321135,1.1862918035197765,0.2890625,0.7638191,0.41573034,0.12626263,94.29500651041667,3.6537787548409115,4.55,3.9931774816871535,4.005639594563576,2.9665231704711914,"Jose Berrios",14168,621244
"Sandy Alcantara","MIA",7,12,0,28,28,184.2,7.359206181561642,2.3393503093705883,1.0722022251281862,0.2873134328358209,0.6962664,0.51992754,0.12941176,98.08245923913043,4.142599506177083,4.3,4.02940863320076,4.0027107878935535,2.8690431118011475,"Sandy Alcantara",18684,645261
"Seth Lugo","SDP",8,7,0,26,26,146.1,8.610478659192433,2.2141230837923396,1.1685649608904014,0.29802955665024633,0.76771654,0.45176471,0.13286713,93.70975066050198,3.567198301665436,4.48,3.8290722701098994,3.7568351433270974,2.8328299522399902,"Seth Lugo",12447,607625
"Bobby Miller","LAD",11,4,0,22,22,124.1,8.613941371148297,2.316353982157525,0.8686327433090718,0.2767857142857143,0.71315372,0.47674419,0.10714286,99.12943538346613,3.764075221005978,3.45,3.5124130241812397,3.74706769685627,2.826024293899536,"Bobby Miller",27483,676272
"Kyle Hendricks","CHC",6,8,0,24,24,137,6.109489051094891,1.7737226277372262,0.8540145985401459,0.2834467120181406,0.66976127,0.46325167,0.08496732,87.78795816296729,3.7445255474452557,4.18,3.8097848850445155,4.422652172302678,2.7611305713653564,"Kyle Hendricks",12049,543294
"Charlie Morton","ATL",14,12,0,30,30,163.1,10.083673783397247,4.573469530174708,0.7714285954511555,0.32075471698113206,0.77639752,0.43287037,0.09395973,94.99831882911393,3.636734807126876,4.7,3.8734077256920445,4.2673837257477585,2.7049238681793213,"Charlie Morton",4676,450203
"Chris Bassitt","TOR",16,8,0,33,33,200,8.37,2.655,1.26,0.2735674676524954,0.76515881,0.42273535,0.13207547,92.50811832740213,3.6,4.04,4.28004035949707,4.212593218684197,2.6419684886932373,"Chris Bassitt",12304,605135
"Michael Wacha","SDP",14,4,0,24,24,134.1,8.307692622246474,2.8808934093274066,1.004962817207235,0.266304347826087,0.79710145,0.34464752,0.09090909,92.28517978162651,3.2158810150631516,4.3,3.887794725886811,4.466973701179314,2.6093170642852783,"Michael Wacha",14078,608379
"Marcus Stroman","CHC",10,9,0,25,25,133.2,7.743142733920108,3.4339154733037,0.6059850835241823,0.2831168831168831,0.6587202,0.56852792,0.10227273,92.20322779605263,4.039900556827883,,3.6216239285425633,3.834803154349409,2.598956346511841,"Marcus Stroman",13431,573186
"Yusei Kikuchi","TOR",11,6,0,32,32,167.2,9.715706354870433,2.576540911788844,1.4493042628812247,0.31363636363636366,0.77566964,0.39740821,0.15254237,95.0883408733281,3.864811367683266,4.27,4.119851545166936,3.771799399492592,2.596853256225586,"Yusei Kikuchi",20633,579328
"Kyle Gibson","BAL",15,9,0,33,33,192,7.359375,2.578125,1.078125,0.30918727915194344,0.69664903,0.48885077,0.12707182,92.21206448655256,4.734375,4.73,4.130040359497071,4.131377169210465,2.556910991668701,"Kyle Gibson",10123,502043
"Aaron Civale","- - -",7,5,0,23,23,122.1,8.534060034209416,2.4277929407664716,0.8828337966423533,0.2869822485207101,0.76804916,0.38953488,0.08955224,91.9251945249496,3.457765703515884,3.71,3.565667065723084,4.1014910633578365,2.533561408519745,"Aaron Civale",19479,650644
"Reid Detmers","LAA",4,10,0,28,28,148.2,10.1704042833545,3.632287244055179,1.1502242939508067,0.3177083333333333,0.70971185,0.36658354,0.11728395,94.3347800925926,4.479820934334721,4.45,4.129479881214058,4.269679335694564,2.5083887577056885,"Reid Detmers",27468,672282
"Nathan Eovaldi","TEX",12,5,0,25,25,144,8.25,2.9375,0.9375,0.27055702917771884,0.74496644,0.51025641,0.12,95.27142319277108,3.625,4.01,3.8800403594970705,3.9610748681343266,2.481499433517456,"Nathan Eovaldi",9132,543135
"Taijuan Walker","PHI",15,6,0,31,31,172.2,7.193050616823329,3.7007724188004083,1.042471103887439,0.2721774193548387,0.71359223,0.44618395,0.10638298,93.09397367075664,4.378378636327243,4.42,4.534963214825536,4.829346222956277,2.4682421684265137,"Taijuan Walker",11836,592836
"Cole Ragans","KCR",5,2,0,12,12,71.2,11.176744582659508,3.390697794739401,0.376744199415489,0.28313253012048195,0.74525745,0.45508982,0.05172414,96.74182747695852,2.637209395908423,,2.487598471798852,3.2814738729342445,2.4176862239837646,"Cole Ragans",21846,666142
"Ranger Suárez","PHI",4,6,0,22,22,125,8.568000522949252,3.4560002109375128,0.9360000571289098,0.3240223463687151,0.74626866,0.48501362,0.11504425,93.44756645114943,4.176000254882828,4.39,3.903040399047854,4.0456703933242055,2.4162817001342773,"Ranger Suarez",17277,624133
"Yu Darvish","SDP",8,10,0,24,24,136.1,9.30806880691897,2.838630912748338,1.1882641030109322,0.31868131868131866,0.71339174,0.41578947,0.13533835,94.84064421106558,4.555012394875241,3.74,4.025211537374527,3.9217576211092844,2.4058661460876465,"Yu Darvish",13074,506433
"Shohei Ohtani","LAA",10,5,0,23,23,132,11.386363636363637,3.75,1.2272727272727273,0.2392857142857143,0.80286169,0.45454545,0.16666667,96.74740342565597,3.1363636363636362,3.85,3.9974646019213127,3.5774796733350467,2.3682737350463867,"Shohei Ohtani",19755,660271
"Bailey Ober","MIN",8,6,0,26,26,144.1,9.103926417817304,1.8083141514842591,1.3718245287121966,0.2761394101876676,0.79109063,0.342711,0.11340206,91.37707990357478,3.4295613217804912,3.63,3.961737843985172,4.2025016418436785,2.360438585281372,"Bailey Ober",21224,641927
"Patrick Sandoval","LAA",7,13,0,28,28,144.2,7.963134200496706,4.6036869596621575,0.7465438312965661,0.3064516129032258,0.64985451,0.46590909,0.09090909,93.00845670914542,4.105991072131114,4.73,4.181307705735403,4.611554958487364,2.3496015071868896,"Patrick Sandoval",19447,663776
"Clayton Kershaw","LAD",13,5,0,24,24,131.2,9.36455660027394,2.7341771095690337,1.298734127045291,0.25,0.89347079,0.47507331,0.16814159,90.86030456216578,2.4607593986121303,3.82,4.029723873874963,3.572727042387137,2.3413918018341064,"Clayton Kershaw",2036,477132
"Mike Clevinger","CHW",9,9,0,24,24,131.1,7.538071357923454,2.7411168574267104,1.0964467429706841,0.2807486631016043,0.77235772,0.30927835,0.08205128,94.64124969151037,3.769035678961727,4.13,4.282959181032087,5.154052555023584,2.245459794998169,"Mike Clevinger",12808,605182
"Joe Ryan","MIN",11,10,0,29,29,161.2,10.967010999353846,1.892783624253963,1.7814434110625537,0.3052109181141439,0.74567244,0.31554524,0.14883721,92.27838114754098,4.509278634252088,3.53,4.133390930229302,3.7589824145010247,2.2200889587402344,"Joe Ryan",21390,657746
"Kutter Crawford","BOS",6,7,0,23,23,107.2,9.780185989525998,2.6749226638019823,1.1702786654133674,0.2949640287769784,0.68783069,0.34020619,0.0979021,93.45030886627907,4.513931995165845,,3.8030279885398377,4.3085633021668635,2.205293655395508,"Kutter Crawford",20531,676710
"Max Scherzer","- - -",13,6,0,27,27,152.2,10.257642092269865,2.6528384721387583,1.650655049330783,0.2648648648648649,0.81001473,0.33164557,0.14583333,93.86776843832745,3.7729258270417896,3.28,4.322725966802299,4.017770962323361,2.161026895046234,"Max Scherzer",3137,453286
"Andrew Abbott","CIN",8,6,0,21,21,109.1,9.878049240021554,3.6219513880079033,1.317073232002874,0.302158273381295,0.79934747,0.2862069,0.10666667,92.62959025580169,3.868902619008442,3.96,4.197113574054682,4.562992521799875,2.153388261795044,"Andrew Abbott",29911,671096
"Dane Dunning","TEX",10,7,0,26,26,147,7.653061224489796,2.938775510204082,1.0408163265306123,0.2949640287769784,0.79558653,0.45496536,0.12230216,90.70363547585227,3.5510204081632653,,4.200618590789587,4.260590657449904,2.1363887786865234,"Dane Dunning",19409,641540
"Chris Sale","BOS",6,5,0,20,20,102.2,10.957792479225072,2.5422078551802167,1.3149350975070087,0.2903225806451613,0.69902913,0.37307692,0.13274336,94.08930886929461,4.295454651856228,3.71,3.800494918462941,3.720904801520947,2.1180412769317627,"Chris Sale",10603,519242
"Joe Musgrove","SDP",10,3,0,17,17,97.1,8.969178550886314,1.9417809233877585,0.9246575825655994,0.3053435114503817,0.80188679,0.4501845,0.11235955,93.16420395194986,3.051370022466478,3.16,3.5221636611271325,3.6983448974045094,2.109696388244629,"Joe Musgrove",12970,605397
"Shane Bieber","CLE",6,6,0,21,21,128,7.5234375,2.390625,0.984375,0.29333333333333333,0.74257426,0.47150259,0.11965812,91.61087477189781,3.796875,4.77,3.8722278594970705,3.961619697092101,2.0657665729522705,"Shane Bieber",19427,669456
"Hunter Greene","CIN",4,7,0,22,22,112,12.214285714285714,3.857142857142857,1.5267857142857142,0.33948339483394835,0.72649573,0.34385965,0.14285714,98.63376200848973,4.821428571428571,3.82,4.246111788068499,4.004109853027122,1.9477136135101318,"Hunter Greene",22182,668881
"Bryce Miller","SEA",8,7,0,25,25,131.1,8.154822650844464,1.7817259573273618,1.2335025858420197,0.2888283378746594,0.70561457,0.33507853,0.10714286,95.09532654207516,4.317259050447069,4.83,3.978390641318008,4.311612187194702,1.9418820142745972,"Bryce Miller",29837,682243
"Cristian Javier","HOU",10,5,0,31,31,162,8.833333333333334,3.4444444444444446,1.3888888888888888,0.271889400921659,0.71751412,0.25601751,0.0984252,92.81368906064209,4.555555555555555,4.48,4.576028013818058,5.162147430505281,1.9227423667907715,"Cristian Javier",17606,664299
"Brady Singer","KCR",8,11,0,29,29,159.2,7.49686895362481,2.7620043513354564,1.1273487148307986,0.32926829268292684,0.6492891,0.49508841,0.12820513,92.51398111979167,5.524008702670913,4.93,4.2884433480919695,4.275434204984763,1.9043638706207275,"Brady Singer",25377,663903
"Max Fried","ATL",8,1,0,14,14,77.2,9.27038656964565,2.0858369781702715,0.8111588248439944,0.3088235294117647,0.82294264,0.57692308,0.13207547,94.15148745381774,2.549356306652554,2.75,3.1391605273764998,3.0957396198520093,1.8910894393920898,"Max Fried",13743,608331
"Jon Gray","TEX",9,8,0,29,29,157.1,8.122881618528258,3.0889831507079286,1.258474616955082,0.29603729603729606,0.75607064,0.40044743,0.13496933,95.73690212031558,4.118644200943905,4.45,4.469023449590104,4.364127276032942,1.8467979431152344,"Jon Gray",14916,592351
"Griffin Canning","LAA",6,8,0,22,22,120,9.675,2.55,1.5,0.29337539432176657,0.76612903,0.43283582,0.15503876,94.59254632994185,4.2,,4.246707026163737,3.8573934949934485,1.8428874015808105,"Griffin Canning",19867,656288
"Bryce Elder","ATL",12,4,0,31,31,174.2,6.59542023144323,3.2461833951634644,0.9790076906048544,0.27431906614785995,0.74363992,0.49905482,0.12101911,90.87113609417344,3.812977321303117,4.55,4.422979358815143,4.494980653295698,1.8378031253814697,"Bryce Elder",27779,693821
"Grayson Rodriguez","BAL",7,4,0,23,23,122,9.516394037740366,3.098360849496863,1.1803279426654718,0.3220858895705521,0.72230014,0.47214076,0.13913043,97.35171216475096,4.352459288578927,4.18,3.927171549070464,3.780740816177725,1.8335458040237427,"Grayson Rodriguez",24492,680570
"Johan Oviedo","PIT",9,14,0,32,32,177.2,8.003752803480584,4.204503054992966,0.9624766029501969,0.2795275590551181,0.72048611,0.44933078,0.1,95.84720838078967,4.305816381619302,4.61,4.487685833450831,4.865566717660169,1.8296724557876587,"Johan Oviedo",22487,670912
"Adrian Houser","MIL",8,5,0,21,21,106.1,7.956113233230889,2.7084640793977495,1.015674029774156,0.325,0.71860817,0.45896657,0.10169492,93.36402443445476,4.231975124058984,,3.8851344335236306,4.25280379561934,1.8112902641296387,"Adrian Houser",12718,605288
"Cristopher Sánchez","PHI",3,5,0,18,18,98.1,8.69491570397927,1.4644068554070349,1.4644068554070349,0.2737642585551331,0.74468085,0.57090909,0.22535211,,3.477966281591708,,4.017752263354901,3.096273990577724,1.8017417192459106,"Cristopher Sanchez",20778,650911
"Clarke Schmidt","NYY",9,9,0,32,32,158.1,8.412631849192788,2.6147369261004614,1.3642105701393712,0.31317494600431967,0.7016632,0.4371134,0.13114754,,4.661052781309518,,4.436093029015878,4.37649326482471,1.7943058013916016,"Clarke Schmidt",19899,657376
"Shane McClanahan","TBR",11,2,0,21,21,115,9.469565217391304,3.208695652173913,1.173913043478261,0.273972602739726,0.8173913,0.43606557,0.13274336,96.97010157273918,3.2869565217391306,4.04,3.9159099247144615,3.8448555612045787,1.792531967163086,"Shane McClanahan",21483,663556
"Brandon Williamson","CIN",5,5,0,23,23,117,7.538462030033342,3.0000001956255136,1.384615474904083,0.27844311377245506,0.70189274,0.37356322,0.12162162,92.83613308414465,4.461538752468712,4.77,4.631108825296808,4.722528143947164,1.7819182872772217,"Brandon Williamson",25463,682227
"Hunter Brown","HOU",10,13,0,29,29,152.2,10.434498511868174,3.1244543566610914,1.532751193833743,0.3341902313624679,0.68281938,0.51932367,0.21138211,95.72789742676973,5.187773271437284,,4.3685775515985075,3.486670936519774,1.7763690948486328,"Hunter Brown",25880,686613
"Alex Cobb","SFG",7,7,0,28,28,151.1,7.790749160522903,2.2004406025904384,1.1299559851140089,0.31788079470198677,0.76365663,0.57569296,0.18269231,95.06172688802083,3.865638896442662,4.7,4.008344349573076,3.5124098554432908,1.7692357301712036,"Alex Cobb",6562,502171
"Jack Flaherty","- - -",8,9,0,27,27,141.1,9.16981165075524,4.202830339929485,1.0825472087697159,0.35175879396984927,0.72179732,0.42857143,0.12878788,93.21537961210974,5.030660558400444,,4.394191343888732,4.37468024546074,1.7047981545329094,"Jack Flaherty",17479,656427
"Paul Blackburn","OAK",4,7,0,20,20,102.2,9.029221002881458,3.681818273019624,0.8766233983380057,0.34782608695652173,0.73793103,0.42019544,0.0952381,91.99211883544922,4.295454651856228,,3.829715698407541,4.254409872870031,1.694948434829712,"Paul Blackburn",14739,621112
"Michael Lorenzen","- - -",9,9,0,25,25,148.2,6.477578586143504,2.6031390579829035,1.2107623525501876,0.26107226107226106,0.70469799,0.40857788,0.11560694,94.43913370006243,4.056053881043129,,4.472529169561426,4.647617872781005,1.6840157066471875,"Michael Lorenzen",14843,547179
"Steven Matz","STL",4,6,0,17,17,89,8.393258426966293,2.730337078651685,1.1123595505617978,0.3218390804597701,0.7527881,0.43911439,0.12222222,,4.044943820224719,,3.940433617924037,4.005620784839888,1.6623413562774658,"Steven Matz",13361,571927
"Logan Allen","CLE",7,8,0,24,24,125.1,8.54521311273831,3.4468086505162927,1.1489362168387642,0.31444759206798867,0.78776042,0.42699725,0.12030075,91.5588611903527,3.8058512182784066,4.36,4.188551035678566,4.283464203961432,1.6568244695663452,"Logan Allen",27589,671106
"Josiah Gray","WSN",8,13,0,30,30,159,8.09433962264151,4.528301886792453,1.2452830188679245,0.2927927927927928,0.80399619,0.37849462,0.11518325,93.63669599514563,3.9056603773584904,5.03,4.934285642515939,5.12164529663212,1.6394896507263184,"Josiah Gray",24580,680686
"Kenta Maeda","MIN",6,7,0,20,20,101,9.98019801980198,2.3168316831683167,1.4257425742574257,0.29844961240310075,0.73293173,0.32472325,0.125,90.9961024113082,4.2772277227722775,,3.958010656526774,3.9939415922259345,1.6076172590255737,"Kenta Maeda",18498,628317
"Brayan Bello","BOS",12,11,0,28,28,157,7.56687898089172,2.5796178343949046,1.375796178343949,0.30585683297180044,0.7620614,0.56198347,0.17142857,95.7078052662037,4.24203821656051,4.21,4.535295136567134,4.022360394866603,1.599479079246521,"Brayan Bello",23920,678394
"José Quintana","NYM",3,6,0,13,13,75.2,7.13656411650953,2.854625646603812,0.5947136763757941,0.3056768558951965,0.72043011,0.41630901,0.06024096,90.435546875,3.568282058254765,4.51,3.5193575489974234,4.473915231888511,1.498896837234497,"Jose Quintana",11423,500779
"Dean Kremer","BAL",13,5,0,32,32,172.2,8.183398165516396,2.866795535690457,1.4073359902480425,0.29327902240325865,0.75569358,0.39341085,0.13917526,94.64245299442896,4.117760860355384,4.96,4.511797190294705,4.336605521284172,1.4882577657699585,"Dean Kremer",19350,665152
"Graham Ashcraft","CIN",7,9,0,26,26,145.2,6.858124048726171,3.212814869673521,1.4210527308171343,0.29205607476635514,0.7424072,0.47767857,0.16666667,,4.757437403170407,5,5.060532476428985,4.574234104105646,1.4756301641464233,"Graham Ashcraft",27552,668933
"Jameson Taillon","CHC",8,10,0,29,29,150.1,8.20177411341273,2.394678573259191,1.616408036949954,0.2930232558139535,0.63670412,0.38461538,0.13989637,93.82641317016316,4.968958039512822,,4.6652399637497055,4.453024137361595,1.4684901237487793,"Jameson Taillon",11674,592791
"Jacob deGrom","TEX",2,0,0,6,6,30.1,13.351648911346139,1.186813236564101,0.5934066182820505,0.265625,0.59405941,0.37878788,0.06666667,99.12821642287234,2.670329782269228,1.89,1.5407545733489243,2.31879480217858,1.4664254188537598,"Jacob deGrom",10954,594798
"Brandon Woodruff","MIL",5,1,0,11,11,67,9.940298507462687,2.014925373134328,1.208955223880597,0.20394736842105263,0.9030837,0.36477987,0.125,95.881459295612,2.283582089552239,2.86,3.5983239415866226,3.6287914980703326,1.4468141794204712,"Brandon Woodruff",16162,605540
"Eury Pérez","MIA",5,6,0,19,19,91.1,10.642336359084545,3.0547446956631568,1.4781022720950758,0.26146788990825687,0.83333333,0.25438596,0.12,97.44414592760181,3.153284847136162,3.66,4.109055005596447,4.2368174496869395,1.429870367050171,"Eury Perez",27768,691587
"Drew Rasmussen","TBR",4,2,0,8,8,44.2,9.47014979292171,2.216418036641251,0.40298509757113654,0.29310344827586204,0.77433628,0.52586207,0.06451613,96.208154296875,2.6194031342123876,2.88,2.5386224082594944,3.1040083592364613,1.429330587387085,"Drew Rasmussen",25385,656876
"Michael King","NYY",1,4,0,9,9,40.1,11.380165648032122,2.0082645261233156,0.8925620116103625,0.3333333333333333,0.84158416,0.37254902,0.1,95.20067414314516,2.231405029025906,,2.6847924076348946,3.0352239102035257,1.294248342514038,"Michael King",19853,650633
"MacKenzie Gore","WSN",7,10,0,27,27,136.1,9.968215530813932,3.7628363262012856,1.7823961545163984,0.3092485549132948,0.7846952,0.38753388,0.18243243,95.1008687670765,4.4229830500962475,5.23,4.890737242036811,4.1110017086774775,1.2548367977142334,"MacKenzie Gore",22201,669022
"Dustin May","LAD",4,1,0,9,9,48,6.375,3,0.1875,0.208955223880597,0.72368421,0.45185185,0.0212766,97.55320548052764,2.625,3.4,3.2342070261637375,4.582280618573229,1.2299643754959106,"Dustin May",19716,669160
"Julio Urías","LAD",11,8,0,21,21,117.1,8.974432207212978,1.8409091707103544,1.8409091707103544,0.2829581993569132,0.74723247,0.37082067,0.16107383,92.8655462184874,4.6022729267758855,4.18,4.686858603382902,4.127336516672884,1.2228879928588867,"Julio Urias",14765,628711
